index_dec,char,replaced_char
1410,Gn,鉛
1427,Sy,冴
1445,On,吠
1446,Pr,延
1456,Wh,憤
1483,To,股
1486,La,尊
1510,Br,拉
1515,Li,傑
1518,Op,哀
1520,06,尖
1547,"6,",嘆
1552,Aq,戯
1554,Am,慕
1557,Ob,卑
1559,Ag,芝
1571,Ki,几
1577,Ho,隷
1582,Al,柱
1594,Gi,兼
1596,Ir,穫
1604,Ta,据
1607,Ru,弊
1620,Em,鎮
1623,Ri,喫
1626,So,堵
1627,Of,乏
1639,Ti,麺
1644,Wo,洗
1652,Ha,冊
1653,Et,逸
1662,Ov,懸
1667,Ps,垂
1669,Sm,聘
1671,Nu,頬
1673,If,夕
1680,Im,累
1681,Mi,才
1697,Tw,析
1701,np,査
543,lk,副
550,Gr,幻
582,Dr,看
1102,Gu,輸
573,rk,町
747,v.,棒
1703,wn,癖
1713,Ro,溪
1719,Cr,河
1721,lr,拶
1729,Kn,掲
1732,Fe,腐
1733,Wr,堪
1744,Bl,亀
1751,Ev,症
1758,10,圏
1762,ko,基
1772,Ms,閃
1782,Sw,惚
1783,Ax,鼓
1799,Gl,逢
1800,El,漠
1802,11,些
1805,12,賭
1811,13,箇
1814,14,拘
1818,Ka,抽
365,lx,麻
414,Or,奨
443,rb,彦
464,Va,健
522,Qu,源
561,Zo,巫
669,Ni,氷
682,xi,堅
759,Bi,烈
826,Fl,席
827,cp,肩
992,cm,旺
995,Pe,虫
1000,Sq,尾
1018,Ra,陰
1073,Ce,蛇
1130,Do,巴
1209,Ph,凱
1492,Mu,貢
1498,nk,抹
1584,Sn,区
1593,Be,昧
1602,ei,粘
1608,Du,酷
1612,n2,噂
1646,Es,炊
1651,hl,庭
1665,Je,遙
1725,Kf,剰
1740,n4,委
1747,Wy,窓
1769,cc,摂
1804,oc,募
425,nx,粥
427,lz,秀
509,Av,境
521,Ci,電
668,Og,溶
799,rr,訓
803,Po,絞
812,tc,飾
854,Um,肌
867,oa,臭
925,tm,便
998,yr,犬
1082,du,囚
1086,Jo,清
1125,Ji,詰
1189,Lu,麾
1212,ay,宣
1221,nj,楕
1222,rh,円
1329,Hu,杭
1425,yg,濡
1430,yb,愚
1435,Cu,蓄
1438,hq,桁
1453,pn,辱
1458,if,滞
1471,uc,泡
1474,Kr,干
1502,Ic,謙
1511,ij,専
1519,Hr,八
1531,gd,詮
1539,a',歓
1541,Mj,零
1555,ln,恩
1578,Ln,窟
1622,c.,逝
1624,Zu,皮
1629,af,寧
1632,ak,博
1675,Ae,春
1689,Ap,油
1693,jo,枢
1710,D.,社
1737,kh,推
1749,Ve,録
1760,F.,售
1788,Om,草
1794,Er,克
407,Q.,躍
420,vo,哉
441,Cp,井
451,A.,紀
463,Mc,島
473,t1,林
517,t2,華
657,t3,粉
735,t4,球
741,t5,毎
808,t6,矢
906,t7,符
994,t8,織
1252,t9,航
1377,o4,登
1428,o5,七
1480,o6,覗
1526,o7,測
1563,o8,潰
1599,o9,苗
1634,B.,婦
1677,n1,泉
1707,n3,酬
341,n5,照
435,n6,恵
492,n7,史
592,n8,帯
690,d1,英
726,d2,錬
880,d3,祝
911,d4,侶
978,d5,凶
988,C.,膏
989,Ai,弾
1002,Ze,猛
1022,xm,雪
1070,s.,眼
1098,"s,",駿
1141,g.,薦
1173,y.,虐
1229,ah,留
1255,.3,託
1261,cy,堕
1328,tw,赦
1384,ye,鳩
1397,n',枝
1402,hu,喰
1413,I',耳
1441,Kh,咲
1475,Uw,継
1482,mn,浮
1535,rl,企
1569,ym,覧
1579,sw,貧
1631,oh,鼻
1649,t',粋
1657,Aw,叫
1752,",a",填
1792,ml,洋
1795,",s",掌
422,sg,緑
449,wt,谷
679,h.,堡
772,lb,兆
855,dc,露
868,nh,儀
1030,sd,狭
1044,",t",忌
1088,sl,葬
1127,ek,辞
1228,'r,崖
1345,'v,挟
1359,Ou,拒
1462,My,棺
1472,u',版
1536,f',排
1567,'t,締
1616,7.,晩
1641,o.,戚
1776,"d,",麗
960,u.,越
408,Ah,撤
445,"u,",岸
691,Ug,雄
702,By,黒
1280,♀,羊
1281,♂,牛
756,Ok,板
761,Hm,吸
766,'l,灼
801,e',森
831,aa,授
961,"l,",鈍
1071,"w,",海
1092,ft,角
1119,"h,",審
1121,"n,",邸
1354,rq,展
1381,Ju,譲
1387,ks,鳴
1394,yi,枚
1401,wr,腹
1436,a.,飢
1468,eh,踏
1493,eb,往
1496,yw,幾
1516,Oh,斐
1548,dt,慮
1572,"g,",廷
1609,"o,",惜
1702,gl,医
343,Iw,購
618,"m,",波
635,Ky,恥
655,ik,繰
710,"a,",狩
878,sf,妖
887,",w",冠
933,dl,額
973,Af,職
1091,kl,描
1361,20,歯
1507,py,斥
1530,yn,怠
1656,"k,",庫
453,Ia,太
559,sr,総
658,uw,砕
719,db,狂
786,Ow,癒
822,dh,遥
833,hr,折
870,",b",災
945,dm,景
1004,ws,希
1008,nw,挑
1020,Gh,憎
1059,"f,",域
1060,wc,灰
1096,y',裂
1201,Eh,訪
1388,h',袋
1448,Tc,裁
1465,'d,章
1478,'m,洞
1505,lh,談
1514,"Y,",都
1522,uh,貨
1545,xa,献
1575,Eg,雨
1597,uk,抑
574,tn,怨
607,d',殊
666,tf,冷
709,zz,斧
742,df,割
883,gp,輪
908,"c,",純
967,Mm,漢
1034,ky,妻
1069,"I,",髪
1253,fy,如
1432,Ee,伐
1464,Us,紋
1484,Gw,斉
1661,hs,曲
459,xp,郎
809,",r",宿
818,Ih,含
823,ka,誇
836,30,編
944,hd,背
983,dw,獲
987,x.,械
1012,b.,障
1046,o',借
1072,50,底
1168,sb,預
1185,lc,厚
1204,eu,横
1242,nv,牲
1379,Gg,坊
1380,"x,",弟
1392,bb,吊
1411,uf,謝
1466,"N,",崩
1479,hh,筒
1501,yh,紙
1527,Aa,替
1558,hf,怯
1560,",o",札
1562,Yu,稼
1585,td,隣
1617,Ku,郷
1712,Ik,至
525,",y",差
600,tg,片
631,",n",練
732,wb,工
738,Ig,製
837,wl,胸
839,g',衝
900,lw,謎
962,Ei,驚
1043,Ya,禁
1048,Fu,抵
1063,tb,鳥
1093,zi,供
1488,Ol,百
617,dq,刀
643,"T,",比
678,Il,刃
723,yu,沈
736,",i",鎖
768,uu,吹
813,6.,溝
986,05,慣
1010,s',夢
1054,0.,及
1066,Iv,甦
1067,wd,巣
1075,k',十
1437,yd,納
1455,dv,歳
1491,.',隠
1508,wp,候
1546,",f",遣
1589,hw,土
247,tj,判
359,fs,封
421,ej,川
640,",g",倍
652,Ty,並
814,35,損
862,45,衣
996,hv,触
1023,Id,瞬
1039,gf,凄
1050,yy,妨
1551,tp,掘
560,'a,祭
653,ax,幅
844,5m,固
1011,sj,翼
1158,xd,賞
1220,",e",軌
1419,hc,刑
1444,dp,陛
1450,dk,庄
1495,r5,縁
1500,Uo,算
1543,ih,産
1581,'w,隙
1637,"S,",宅
417,ku,岩
1041,mc,周
1087,Mh,婚
672,2.,柄
794,"b,",距
890,wf,疲
1117,"D,",絡
1205,sq,線
1315,"R,",迂
1357,vy,責
1393,tk,奥
1403,Nn,汚
1414,",l",臣
1415,b3,央
1422,"3,",搾
1447,lg,牢
1487,ja,業
1494,mw,因
1590,Ie,融
746,"0,",怪
965,Ip,等
977,Iq,住
1049,l',抗
1081,gb,惑
1327,Uh,観
439,",m",千
894,mj,首
970,bj,骨
1156,mf,居
1233,rz,悲
1355,kc,栄
1371,rj,鍵
1385,'p,静
1564,",u",陥
467,Ur,辺
601,…,価
673,",d",雷
848,'f,服
539,W.,爵
529,！？,将
910,？！,僧
937, t,握
980, a,格
1236, w,担
1363,", ",荒
256, s,療
623, i,刻
649, m,適
685, h,竜
749,. ,投
912, y,桂
1262, o,辛
1331, c,笑
1343, b,迷
1418, f,嘘
353, d,具
586, I,店
664, n,斬
846, l,燃
850, r,布
888, p,厳
917, e,類
979, g,暴
1476,！ ,派
1587, u,暮
1717, L,謁
390, W,詳
392, T,契
654, C,広
729, k,喜
763, A,炎
804, G,昔
1017,？ ,視
1089,… ,筋
1165, S,勘
1400, M,捜
1407, B,万
368, E,獣
647, D,級
713, Y,欠
762, H,尽
968, F,己
1019, N,潜
1053, j,系
1245, P,埋
1405, R,遊
1542, K,館
470, O,久
777, J,杖
876, v,走
971, q,積
1105, V,駆
1196, 1,陽
1470, 2,到
567, U,税
595, 3,靴
701, 4,暗
904, 5,束
1154,: ,為
1412, 7,偽
1490, z,裔
1512, 6,客
318, Z,低
1036, 8,巻
319, 9,普
500, Q,充
621, 0,施
760,ii,叩
861,",h",羽
993,hn,組
1248,Ib,案
1339,ix,暇
1367,hb,第
1459,wy,届
258,0y,喚
287,hm,左
615,ww,非
720,wg,恐
897,Ja,晴
918,gw,異
1369,mt,裏
1375,",q",南
479,mg,西
584,xc,警
676,"5,",鍛
947,kw,寄
1007,uv,似
1026,Gy,給
291,"M,",詠
599,pc,扱
656,aj,鎧
721,cb,怖
901,fb,包
1085,Up,罪
554,",c",母
891,",'",労
956,yp,余
1181,wv,監
1215,tv,炉
1254,"z,",誤
1322,e ,答
1351,t ,穴
1399,s ,深
1504,d ,頑
1533,o ,図
346,n ,却
454,y ,皆
785,r ,息
841,l ,料
991,I ,補
292,u ,唱
531,h ,謀
608,g ,短
663,f ,威
838,a ,革
860,m ,薄
1057,k ,転
494,w ,期
590,p ,型
779,A ,射
1337,c ,構
737,b ,種
257,P ,召
707,0 ,輝
875,x ,根
990,3 ,半
1149,z ,港
1319,Q ,顔
1416,i ,題
541,7 ,宰
935,S ,況
1033,2 ,雲
1429,D ,青
957,4 ,注
1101,E ,伏
461,5 ,山
776,6 ,役
781,Y ,端
853,l:,議
397,h:,済
706,r:,減
1047,e:,係
806,d:,月
966,s:,働
379,m:,効
593,t:,旅
796,a:,運
316,Y:,音
79,/,ぢ
48,(,ぃ
52,),ぇ
75,%,ぞ
955,ü,掛
1153,ö,討
1193,gü,衆
1237,Bö,宙
1274,!,銅
1282,"""",蟹
1284,;,秤
1292,?,聡
1295, -,虎
1296,vs,鷹
1273,MP,液
1275,1 ,磨
1298,P:,醒
1307,K ,紹
1308,CK,介
1306,Kl,刺
1271,z.,培
1278,md,瓶
1289,yz,屈
1270,d-,仮
1286,HP,遂
1287,5.,学
1148,"1,",密
1187,-s,処
1137,-e,還
1217,ez,識
1267,ös,予
1268,3.,困
1184,4.,応
1301,AT,譬
1177,15,導
1250,-t,質
1244,e-,絶
1265,C ,完
1118,DF,救
1264,OK,願
1312,oz,良
1302,t-,我
465,n-,児
1283,Ef,獅
1294,ji,彩
1305,zu,魅
364,xo,睡
680,8.,鋼
975,"2,",魚
1276,"4,",羯
1285,'.,蜘
1293,00,脳
1300,-p,臨
1311,o-,概
958,-h,狼
1309,-d,斡
1094, x,覇
1210,-b,旋
1304, X,忠
515,IQ,項
210,MV,超
1279,ON,双
431,Bp,富
700,.4,沌
1303,.5,個
757,mz,貫
884,18,紫
460,1.,福
660,"8,",銀
591,3C,携
1077,17,恋
1288,24,懐
418,40,永
871,x:,仰
886,-c,黄
1055,-i,即
391,-m,細
505,-o,読
778,-w,習
616,p-,鋭
1027,r-,資
622,T ,彫
1263,-r,育
266,-1,整
357,l-,杯
834,N ,奇
893,F ,興
919,X ,略
1062,-a,勇
612,LV,鉄
697,MR,式
951,DO,従
1272,EX,養
687,Ry,模
885,Ko,志
1006,uo,像
503,ae,容
1291,iw,義
847,iy,友
1299,L5,魂
566,yv,徴
889,fm,統
903,gj,形
498,o1,規
733,o2,原
1051,o3,壁
572,vl,執
447,k1,幸
283,k2,順
288,k3,右
715,k4,頭
866,k5,激
1277,n9,宮
468,c3,和
858,c4,際
351,c5,武
481,c6,保
1169,c7,計
476,c8,満
602,c9,基
835,r1,跡
297,r2,択
767,r3,熱
874,r4,白
1015,l1,響
1182,l2,率
284,l3,位
578,l4,衛
475,l5,愛
512,l6,準
916,2m,各
921,Vs,設
1014,3m,影
358,1m,捨
929,x1,画
859,x0,天
1297,.8,権
1045,"7,",除
689,80,聖
708,16,争
879,22,忘
915,1',交
934,38,象
1199,L1,悟
1213,R1,船
433,PC,美
575,kg,霊
597,p',簡
675,NO,血
1021,RM,赤
1083,AL,末
317,HA,声
576,RD,侯
642,dL,段
734,mh,打
753,lS,槍
765,wm,遠
832,tL,耐
954,dI,関
1197,0P,門
323,lC,優
448,3P,増
718,2P,振
743,1P,昇
825,TR,座
930,UE,買
328,IS,属
548,bv,闇
611,kf,難
638,eS,経
744,AR,逆
771,eC,求
792,GU,弓
913,OO,限
950,eG,降
1013,eO,害
1223,eD,平
651,BR,両
728,WO,肉
788,GO,秘
914,bt,賢
1029,eE,爆
1133,yk,疑
314,cw,速
336,dD,未
1157,HQ,務
265,rG,調
278,eH,費
641,eI,苦
724,sI,黙
367,dG,石
510,tP,途
705,BW,支
731,HE,木
997,EE,獄
237,sL,値
248,SY,断
784,UU,眠
807,GR,放
1175,RR,政
268,OH,常
605,dK,流
722,aF,与
1353,VO,痛
340,sO,参
780,Oo,有
797,Ng,楽
1103,eT,勢
585,GG,技
598,tD,単
606,cR,特
769,fh,風
952,Uu,食
1406,lI,姫
299,eU,認
411,SH,葉
634,AA,星
446,GY,野
478,UG,由
943,wI,押
802,yI,歩
375,EN,態
754,TE,乗
795,RI,離
928,NG,更
495,IN,書
540,RC,巨
562,EP,般
645,MO,頃
695,DE,文
1126,19,問
388,sD,点
610,VV,側
674,vv,印
865,eF,色
345,gI,売
402,lF,表
537,BE,娘
538,GI,公
750,NN,主
489,SE,収
949,TU,遅
1003,LE,援
1232,CT,拠
374,TH,状
626,WE,重
627,PU,感
982,EA,険
1016,OF,念
438,EF,真
518,FE,陣
633,DU,馬
238,RA,雇
648,TI,突
811,ER,許
596,RO,弱
235,WI,修
504,RE,抜
984,MA,襲
877,68,好
342,HO,再
424,UR,小
1009,XI,捕
1333,MU,貸
639,CO,験
670,NT,操
816,uj,功
1005,GA,望
393,WB,約
493,EG,初
547,NI,督
558,VE,師
579,ME,市
1028,TO,租
383,WA,接
423,CR,光
569,IM,団
681,SO,説
857,tI,然
1025,Nw,火
1058,70,送
394,dM,毒
406,eM,活
714,rO,精
981,25,危
269,99,防
296,oB,続
625,AM,品
782,kd,呼
286,Pf,加
360,PR,混
774,OT,集
787,EI,姿
909,iq,外
324,Py,果
497,s3,新
953,eB,欲
335,eA,金
938,5p,番
1136,31,帰
382,Yi,標
698,kb,砲
245,KA,範
263,AK,了
693,OR,古
455,Mt,口
546,fk,提
920,AH,示
577,ET,護
1147,GH,改
255,SU,治
496,Ly,失
620,BY,傷
400,hp,進
752,BO,騎
587,UT,員
727,1F,道
395,IG,化
535,HT,司
1078,OV,歌
810,YO,反
882,UL,宝
1068,OS,張
613,MM,造
899,AN,別
924,fw,直
279,Bw,量
347,2F,可
555,3F,親
923,4F,憶
583,5F,伝
614,6F,味
370,7F,去
361,8F,乱
1037,9F,起
260,FI,機
1163,NA,屋
251,LB,移
272,OU,闘
275,TF,現
964,Mr,家
630,7C,多
236,DY,正
659,fg,程
339,21,面
974,fn,近
1161,lD,想
302,kI,定
717,sC,壊
922,rF,記
403,kB,名
1065,sF,年
1115,rL,共
628,yL,素
277,VS,消
589,sP,三
330,rK,備
783,ül,晶
821,dA,著
377,eK,復
276,oG,在
1113,kD,薬
557,a2,術
677,yA,呪
321,gL,情
440,kt,安
320,dC,高
712,rA,考
499,nD,存
385,hC,始
751,aD,落
352,hV,器
246,y2,囲
532,cC,皇
959,lL,男
354,Ed,他
1152,hP,協
662,kM,付
556,VI,村
1321,Pt,訳
1056,wD,会
412,NP,子
798,Cs,邪
523,nG,違
536,MY,教
1042,rC,奪
280,Oc,次
327,gM,配
692,sG,性
571,sT,盟
398,nA,切
355,eL,足
242,kr,数
636,nL,悪
289,dT,選
694,eW,代
755,eP,必
322,GW,報
384,TA,開
863,RG,仕
946,SI,残
285,BL,追
506,AC,込
542,CU,相
699,MB,日
477,DM,仲
371,TC,止
830,LD,信
696,PE,明
369,RF,退
413,AS,水
308,EM,敗
490,AI,神
815,PO,成
303,SS,覚
629,IB,早
338,lP,制
789,uI,引
800,dP,要
298,rM,確
262,dV,終
594,lG,身
872,tA,解
511,sA,作
907,rR,立
671,aW,得
793,rJ,飛
927,nY,内
329,tG,装
331,tT,置
646,tV,心
264,sR,令
309,nR,北
416,tS,実
564,hE,兄
745,sV,少
396,tW,発
520,hL,聞
1108,zy,脱
553,dE,長
603,aC,的
896,Y-,界
604,B-,受
932,N-,誰
581,I-,守
972,H-,滅
725,W-,意
773,-C,負
545,-l,王
619,U-,殺
580,C-,民
895,D-,世
373,T-,不
948,G ,以
533,8 ,帝
661,L-,合
466,M-,渡
239,v ,用
301,y-,決
686,A-,対
337,S-,強
976,R-,陸
244,G-,揮
326,9 ,士
270,R ,御
310,-f,条
1109,g-,急
856,h-,当
565,s-,貴
474,-u,夫
758,-S,丈
502,0-,空
281,Ω-,回
442,5-,邦
775,-M,助
362,W ,命
570,-9,同
1176,9-,話
333,0:,所
1166,L ,理
311,-7,件
1140,-y,亡
1335,-F,君
380,k-,先
469,O-,生
401,E-,戻
259,-D,待
267,f-,通
307,-g,利
650,"U,",最
770,66,場
632,"B,",向
716,c',破
240,pf,傭
549,.n,変
637,.I,倒
243,vt,指
300,",I",取
348,km,能
253,"A,",攻
306,"L,",勝
845,.f,達
250,yj,法
274,fp,官
315,fj,度
232,xb,体
609,pw,剣
703,"C,",全
1144,w',任
588,",j",族
313,"F,",隊
234,"G,",知
334,.s,持
483,0m,本
305,0c,使
261,52,自
544,xh,女
704,37,物
563,"P,",連
293,cq,時
387,Xa,地
381,fd,目
501,"H,",分
295,"W,",中
568,"V,",国
372,.w,敵
852,.o,思
349,.a,者
1064,.t,彼
344,f3,入
312,k8,部
667,",0",気
208,1p,無
748,",.",来
376,Ts,後
730,'n,今
805,'k,方
254,6t,撃
399,7t,見
356,d6,一
378,".,",上
519,",k",言
507,.p,事
294,0a,間
551,oq,死
404,I.,前
273,mk,手
252,"Z,",動
290,pk,下
530,wu,軍
688,pd,様
849,fc,何
241,yq,兵
