index_dec,index_hex,group,char,source
1002,03EA,unconfirmed,=,ocr
1003,03EB,unconfirmed,"""",ocr
1004,03EC,unconfirmed,7,ocr
1005,03ED,unconfirmed,宝,ocr
1006,03EE,unconfirmed,{,ocr
1007,03EF,confirmed,似,token_map
1008,03F0,unconfirmed,P,ocr
1009,03F1,confirmed,捕,token_map
1010,03F2,unconfirmed,ヒ,ocr
1011,03F3,unconfirmed,1,ocr
1012,03F4,unconfirmed,b,ocr
1013,03F5,unconfirmed,吉,ocr
1014,03F6,unconfirmed,w,ocr
1015,03F7,unconfirmed,o,ocr
1016,03F8,unconfirmed,r,ocr
1017,03F9,unconfirmed,t,ocr
1018,03FA,unconfirmed,p,ocr
1019,03FB,unconfirmed,A,ocr
1020,03FC,unconfirmed,中,ocr
1021,03FD,unconfirmed,T,ocr
1022,03FE,unconfirmed,当,ocr
1023,03FF,unconfirmed,B,ocr
1024,0400,unconfirmed,O,ocr
1025,0401,unconfirmed,’,ocr
1026,0402,unconfirmed,a,ocr
1027,0403,unconfirmed,g,ocr
1028,0404,unconfirmed,4,ocr
1029,0405,unconfirmed,i,ocr
1030,0406,unconfirmed,4,ocr
1031,0407,unconfirmed,合,ocr
1032,0408,unconfirmed,用,ocr
1033,0409,unconfirmed,=,ocr
1034,040A,unconfirmed,=,ocr
1035,040B,unconfirmed,j,ocr
1036,040C,unconfirmed,=,ocr
1037,040D,unconfirmed,h,ocr
1038,040E,unconfirmed,=,ocr
1039,040F,unconfirmed,=,ocr
1040,0410,unconfirmed,p,ocr
1041,0411,unconfirmed,J,ocr
1042,0412,unconfirmed,=,ocr
1043,0413,unconfirmed,ン,ocr
1044,0414,unconfirmed,=,ocr
1045,0415,unconfirmed,D,ocr
1046,0416,unconfirmed,{,ocr
1047,0417,unconfirmed,(,ocr
1048,0418,unconfirmed,7,ocr
1049,0419,unconfirmed,t,ocr
1050,041A,unconfirmed,O,ocr
1051,041B,unconfirmed,+,ocr
1052,041C,unconfirmed,I,ocr
1053,041D,unconfirmed,*,ocr
1054,041E,unconfirmed,R,ocr
1055,041F,unconfirmed,B,ocr
1056,0420,confirmed,会,token_map
1057,0421,unconfirmed,B,ocr
1058,0422,unconfirmed,1,ocr
1059,0423,confirmed,域,token_map
1060,0424,unconfirmed,V,ocr
1061,0425,unconfirmed,有,ocr
1062,0426,unconfirmed,だ,ocr
1063,0427,unconfirmed,B,ocr
1064,0428,unconfirmed,R,ocr
1065,0429,unconfirmed,コ,ocr
1066,042A,unconfirmed,E,ocr
1067,042B,unconfirmed,に,ocr
1068,042C,unconfirmed,S,ocr
1069,042D,unconfirmed,S,ocr
1070,042E,unconfirmed,H,ocr
1071,042F,unconfirmed,R,ocr
1072,0430,unconfirmed,G,ocr
1073,0431,unconfirmed,い,ocr
1074,0432,unconfirmed,オ,ocr
1075,0433,unconfirmed,T,ocr
1076,0434,unconfirmed,$,ocr
1077,0435,unconfirmed,2,ocr
1078,0436,unconfirmed,A,ocr
1079,0437,unconfirmed,y,ocr
1080,0438,unconfirmed,人,ocr
1081,0439,unconfirmed,B,ocr
1082,043A,unconfirmed,A,ocr
1083,043B,confirmed,末,token_map
1084,043C,unconfirmed,G,ocr
1085,043D,unconfirmed,非,ocr
1086,043E,unconfirmed,a,ocr
1087,043F,unconfirmed,O,ocr
1088,0440,unconfirmed,の,ocr
1089,0441,unconfirmed,月,ocr
1090,0442,unconfirmed,=,ocr
1091,0443,unconfirmed,I,ocr
1092,0444,unconfirmed,=,ocr
1093,0445,unconfirmed,i,ocr
1094,0446,unconfirmed,=,ocr
1095,0447,unconfirmed,K,ocr
1096,0448,unconfirmed,る,ocr
1097,0449,unconfirmed,n,ocr
1098,044A,unconfirmed,a,ocr
1099,044B,unconfirmed,m,ocr
1100,044C,unconfirmed,B,ocr
1101,044D,unconfirmed,仏,ocr
1102,044E,unconfirmed,g,ocr
1103,044F,unconfirmed,y,ocr
1104,0450,unconfirmed,ミ,ocr
1105,0451,unconfirmed,B,ocr
1106,0452,unconfirmed,t,ocr
1107,0453,unconfirmed,~,ocr
1108,0454,unconfirmed,A,ocr
1109,0455,unconfirmed,=,ocr
1110,0456,unconfirmed,{,ocr
1111,0457,unconfirmed,‘,ocr
1112,0458,unconfirmed,f,ocr
1113,0459,unconfirmed,=,ocr
1114,045A,confirmed,探,token_map
1115,045B,unconfirmed,p,ocr
1116,045C,unconfirmed,合,ocr
1117,045D,unconfirmed,r,ocr
1118,045E,unconfirmed,¥,ocr
1119,045F,unconfirmed,B,ocr
1120,0460,unconfirmed,=,ocr
1121,0461,unconfirmed,B,ocr
1122,0462,unconfirmed,i,ocr
1123,0463,unconfirmed,F,ocr
1124,0464,unconfirmed,=,ocr
1125,0465,unconfirmed,t,ocr
1126,0466,unconfirmed,f,ocr
1127,0467,unconfirmed,E,ocr
1128,0468,unconfirmed,区,ocr
1129,0469,unconfirmed,R,ocr
1130,046A,unconfirmed,e,ocr
1131,046B,unconfirmed,i,ocr
1132,046C,unconfirmed,H,ocr
1133,046D,unconfirmed,E,ocr
1134,046E,unconfirmed,y,ocr
1135,046F,unconfirmed,=,ocr
1136,0470,unconfirmed,市,ocr
1137,0471,unconfirmed,1,ocr
1138,0472,unconfirmed,I,ocr
1139,0473,unconfirmed,民,ocr
1140,0474,unconfirmed,て,ocr
1141,0475,unconfirmed,&,ocr
1142,0476,unconfirmed,—,ocr
1143,0477,unconfirmed,R,ocr
1144,0478,unconfirmed,{,ocr
1145,0479,confirmed,樹,token_map
1146,047A,unconfirmed,-,ocr
1147,047B,unconfirmed,c,ocr
1148,047C,unconfirmed,a,ocr
1149,047D,unconfirmed,i,ocr
1150,047E,unconfirmed,B,ocr
1151,047F,unconfirmed,1,ocr
1152,0480,unconfirmed,1,ocr
1153,0481,unconfirmed,5,ocr
1154,0482,unconfirmed,a,ocr
1155,0483,unconfirmed,=,ocr
1156,0484,unconfirmed,に,ocr
1157,0485,unconfirmed,t,ocr
1158,0486,unconfirmed,=,ocr
1159,0487,unconfirmed,4,ocr
1160,0488,unconfirmed,$,ocr
1161,0489,unconfirmed,日,ocr
1162,048A,unconfirmed,3,ocr
1163,048B,unconfirmed,=,ocr
1164,048C,unconfirmed,B,ocr
1165,048D,unconfirmed,A,ocr
1166,048E,confirmed,理,token_map
1167,048F,unconfirmed,N,ocr
1168,0490,unconfirmed,T,ocr
1169,0491,confirmed,計,token_map
1170,0492,unconfirmed,e,ocr
1171,0493,unconfirmed,A,ocr
1172,0494,unconfirmed,B,ocr
1173,0495,unconfirmed,i,ocr
1174,0496,unconfirmed,i,ocr
1175,0497,unconfirmed,I,ocr
1176,0498,confirmed,話,token_map
1177,0499,unconfirmed,a,ocr
1178,049A,unconfirmed,4,ocr
1179,049B,unconfirmed,7,ocr
1180,049C,unconfirmed,i,ocr
1181,049D,unconfirmed,に,ocr
1182,049E,unconfirmed,率,ocr
1183,049F,unconfirmed,f,ocr
1184,04A0,confirmed,I,manual_pair
1185,04A1,unconfirmed,=,ocr
1186,04A2,unconfirmed,a,ocr
1187,04A3,unconfirmed,Q,ocr
1188,04A4,confirmed,検,token_map
1189,04A5,unconfirmed,R,ocr
1190,04A6,unconfirmed,B,ocr
1191,04A7,unconfirmed,W,ocr
1192,04A8,unconfirmed,方,ocr
1193,04A9,unconfirmed,B,ocr
1194,04AA,unconfirmed,時,ocr
1195,04AB,unconfirmed,i,ocr
1196,04AC,unconfirmed,b,ocr
1197,04AD,confirmed,門,token_map
1198,04AE,unconfirmed,{,ocr
1199,04AF,unconfirmed,1,ocr
1200,04B0,unconfirmed,体,ocr
1201,04B1,unconfirmed,5,ocr
1202,04B2,unconfirmed,本,ocr
1203,04B3,unconfirmed,人,ocr
1204,04B4,unconfirmed,1,ocr
1205,04B5,unconfirmed,5,ocr
1206,04B6,unconfirmed,1,ocr
1207,04B7,unconfirmed,e,ocr
1208,04B8,unconfirmed,i,ocr
1209,04B9,unconfirmed,引,ocr
1210,04BA,unconfirmed,h,ocr
1211,04BB,unconfirmed,B,ocr
1212,04BC,unconfirmed,B,ocr
1213,04BD,unconfirmed,H,ocr
1214,04BE,unconfirmed,F,ocr
1215,04BF,unconfirmed,U,ocr
1216,04C0,unconfirmed,U,ocr
1217,04C1,unconfirmed,z,ocr
1218,04C2,unconfirmed,D,ocr
1219,04C3,unconfirmed,3,ocr
1220,04C4,unconfirmed,B,ocr
1221,04C5,unconfirmed,<,ocr
1222,04C6,confirmed,円,token_map
1223,04C7,unconfirmed,+,ocr
1224,04C8,unconfirmed,i,ocr
1225,04C9,unconfirmed,も,ocr
1226,04CA,unconfirmed,B,ocr
1227,04CB,unconfirmed,5,ocr
1228,04CC,unconfirmed,=,ocr
1229,04CD,unconfirmed,劉,ocr
1230,04CE,unconfirmed,=,ocr
1231,04CF,unconfirmed,5,ocr
1232,04D0,unconfirmed,b,ocr
1233,04D1,unconfirmed,R,ocr
1234,04D2,unconfirmed,人,ocr
1235,04D3,unconfirmed,{,ocr
1236,04D4,confirmed,担,token_map
1237,04D5,unconfirmed,田,ocr
1238,04D6,unconfirmed,A,ocr
1239,04D7,unconfirmed,{,ocr
1240,04D8,unconfirmed,V,ocr
1241,04D9,unconfirmed,1,ocr
1242,04DA,confirmed,性,token_map
1243,04DB,unconfirmed,1,ocr
1244,04DC,unconfirmed,5,ocr
1245,04DD,unconfirmed,3,ocr
1246,04DE,unconfirmed,n,ocr
1247,04DF,unconfirmed,W,ocr
1248,04E0,unconfirmed,>,ocr
1249,04E1,unconfirmed,n,ocr
1250,04E2,unconfirmed,A,ocr
1251,04E3,unconfirmed,こ,ocr
1252,04E4,confirmed,航,token_map
1253,04E5,unconfirmed,o,ocr
1254,04E6,unconfirmed,5,ocr
1255,04E7,unconfirmed,s,ocr
1256,04E8,confirmed,＝,token_map
1257,04E9,unconfirmed,に,ocr
1258,04EA,unconfirmed,{,ocr
1259,04EB,unconfirmed,f,ocr
1260,04EC,unconfirmed,考,ocr
1261,04ED,unconfirmed,b,ocr
1262,04EE,unconfirmed,ピ,ocr
1263,04EF,unconfirmed,=,ocr
1264,04F0,unconfirmed,R,ocr
1265,04F1,confirmed,完,token_map
1266,04F2,unconfirmed,©,ocr
1267,04F3,unconfirmed,T,ocr
1268,04F4,unconfirmed,回,ocr
1269,04F5,confirmed,∑,token_map
1270,04F6,confirmed,仮,token_map
1271,04F7,unconfirmed,S,ocr
1272,04F8,unconfirmed,=,ocr
1273,04F9,unconfirmed,4,ocr
1274,04FA,unconfirmed,3,ocr
1275,04FB,unconfirmed,=,ocr
1276,04FC,unconfirmed,E,ocr
1277,04FD,unconfirmed,S,ocr
1278,04FE,unconfirmed,A,ocr
1279,04FF,unconfirmed,X,ocr
1280,0500,unconfirmed,=,ocr
1281,0501,confirmed,牛,token_map
1282,0502,unconfirmed,B,ocr
1283,0503,unconfirmed,A,ocr
1284,0504,unconfirmed,a,ocr
1285,0505,unconfirmed,G,ocr
1286,0506,unconfirmed,区,ocr
1287,0507,unconfirmed,>,ocr
1288,0508,unconfirmed,I,ocr
1289,0509,unconfirmed,&,ocr
1290,050A,confirmed,私,manual_pair
1291,050B,confirmed,=,manual_pair
1292,050C,unconfirmed,q,ocr
1293,050D,unconfirmed,A,ocr
1294,050E,unconfirmed,ネ,ocr
1295,050F,unconfirmed,店,ocr
1296,0510,unconfirmed,i,ocr
1297,0511,unconfirmed,<,ocr
1298,0512,unconfirmed,B,ocr
1299,0513,unconfirmed,3,ocr
1300,0514,unconfirmed,R,ocr
1301,0515,unconfirmed,7,ocr
1302,0516,unconfirmed,F,ocr
1303,0517,confirmed,個,token_map
1304,0518,unconfirmed,中,ocr
1305,0519,unconfirmed,W,ocr
1306,051A,unconfirmed,p,ocr
1307,051B,unconfirmed,n,ocr
1308,051C,unconfirmed,7,ocr
1309,051D,unconfirmed,B,ocr
1310,051E,unconfirmed,a,ocr
1311,051F,unconfirmed,B,ocr
1312,0520,confirmed,良,token_map
1313,0521,unconfirmed,o,ocr
1314,0522,unconfirmed,ト,ocr
1315,0523,confirmed,1,manual_pair
1316,0524,unconfirmed,B,ocr
1317,0525,unconfirmed,e,ocr
1318,0526,unconfirmed,y,ocr
1319,0527,unconfirmed,本,ocr
1320,0528,unconfirmed,O,ocr
1321,0529,unconfirmed,月,ocr
1322,052A,unconfirmed,合,ocr
1323,052B,unconfirmed,s,ocr
1324,052C,unconfirmed,ケ,ocr
1325,052D,unconfirmed,介,ocr
1326,052E,unconfirmed,c,ocr
1327,052F,unconfirmed,H,ocr
1328,0530,unconfirmed,I,ocr
1329,0531,unconfirmed,M,ocr
1330,0532,unconfirmed,B,ocr
1331,0533,unconfirmed,天,ocr
1332,0534,unconfirmed,{,ocr
1333,0535,unconfirmed,=,ocr
1334,0536,unconfirmed,=,ocr
1335,0537,unconfirmed,=,ocr
1336,0538,unconfirmed,4,ocr
1337,0539,unconfirmed,e,ocr
1338,053A,confirmed,休,token_map
1339,053B,unconfirmed,B,ocr
1340,053C,unconfirmed,B,ocr
1341,053D,unconfirmed,"""",ocr
1342,053E,unconfirmed,(,ocr
1343,053F,unconfirmed,l,ocr
1344,0540,unconfirmed,=,ocr
1345,0541,unconfirmed,兵,ocr
1346,0542,unconfirmed,2,ocr
1347,0543,unconfirmed,a,ocr
1348,0544,confirmed,玉,token_map
1349,0545,unconfirmed,f,ocr
1350,0546,unconfirmed,n,ocr
1351,0547,unconfirmed,ノ,ocr
1352,0548,unconfirmed,n,ocr
1353,0549,unconfirmed,用,ocr
1354,054A,unconfirmed,R,ocr
1355,054B,unconfirmed,*,ocr
1356,054C,unconfirmed,T,ocr
1357,054D,unconfirmed,=,ocr
1358,054E,unconfirmed,x,ocr
1359,054F,confirmed,+,manual_pair
1360,0550,unconfirmed,i,ocr
1361,0551,unconfirmed,i,ocr
1362,0552,unconfirmed,{,ocr
1363,0553,unconfirmed,未,ocr
1364,0554,unconfirmed,F,ocr
1365,0555,unconfirmed,(,ocr
1366,0556,unconfirmed,{,ocr
1367,0557,unconfirmed,に,ocr
1368,0558,unconfirmed,o,ocr
1369,0559,unconfirmed,に,ocr
1370,055A,unconfirmed,B,ocr
1371,055B,unconfirmed,3,ocr
1372,055C,unconfirmed,j,ocr
1373,055D,unconfirmed,に,ocr
1374,055E,unconfirmed,o,ocr
1375,055F,unconfirmed,こ,ocr
1376,0560,unconfirmed,i,ocr
1377,0561,unconfirmed,写,ocr
1378,0562,unconfirmed,目,ocr
1379,0563,confirmed,坊,token_map
1380,0564,unconfirmed,=,ocr
1381,0565,unconfirmed,=,ocr
1382,0566,unconfirmed,E,ocr
1383,0567,unconfirmed,U,ocr
1384,0568,unconfirmed,n,ocr
1385,0569,unconfirmed,E,ocr
1386,056A,unconfirmed,{,ocr
1387,056B,unconfirmed,旧,ocr
1388,056C,unconfirmed,4,ocr
1389,056D,unconfirmed,4,ocr
1390,056E,unconfirmed,4,ocr
1391,056F,unconfirmed,p,ocr
1392,0570,unconfirmed,m,ocr
1393,0571,unconfirmed,f,ocr
1394,0572,confirmed,枚,token_map
1395,0573,unconfirmed,3,ocr
1396,0574,unconfirmed,F,ocr
1397,0575,confirmed,枝,token_map
1398,0576,unconfirmed,R,ocr
1399,0577,unconfirmed,*,ocr
1400,0578,unconfirmed,7,ocr
1401,0579,unconfirmed,H,ocr
1402,057A,unconfirmed,1,ocr
1403,057B,unconfirmed,ち,ocr
1404,057C,confirmed,例,token_map
1405,057D,unconfirmed,W,ocr
1406,057E,unconfirmed,O,ocr
1407,057F,confirmed,万,token_map
1408,0580,unconfirmed,T,ocr
1409,0581,unconfirmed,=,ocr
1410,0582,unconfirmed,ロ,ocr
1411,0583,unconfirmed,s,ocr
1412,0584,unconfirmed,{,ocr
1413,0585,unconfirmed,=,ocr
1414,0586,unconfirmed,=,ocr
1415,0587,unconfirmed,大,ocr
1416,0588,unconfirmed,日,ocr
1417,0589,confirmed,週,token_map
1418,058A,unconfirmed,O,ocr
1419,058B,unconfirmed,川,ocr
1420,058C,unconfirmed,:,ocr
1421,058D,unconfirmed,i,ocr
1422,058E,unconfirmed,1,ocr
1423,058F,unconfirmed,5,ocr
1424,0590,unconfirmed,B,ocr
1425,0591,unconfirmed,活,ocr
1426,0592,unconfirmed,化,ocr
1427,0593,unconfirmed,a,ocr
1428,0594,unconfirmed,o,ocr
1429,0595,unconfirmed,=,ocr
1430,0596,unconfirmed,ト,ocr
1431,0597,unconfirmed,1,ocr
1432,0598,unconfirmed,2,ocr
1433,0599,unconfirmed,{,ocr
1434,059A,unconfirmed,a,ocr
1435,059B,unconfirmed,に,ocr
1436,059C,unconfirmed,B,ocr
1437,059D,unconfirmed,内,ocr
1438,059E,unconfirmed,N,ocr
1439,059F,unconfirmed,B,ocr
1440,05A0,unconfirmed,R,ocr
1441,05A1,unconfirmed,0,ocr
1442,05A2,unconfirmed,ミ,ocr
1443,05A3,unconfirmed,«,ocr
1444,05A4,unconfirmed,p,ocr
1445,05A5,unconfirmed,O,ocr
1446,05A6,unconfirmed,u,ocr
1447,05A7,unconfirmed,ど,ocr
1448,05A8,unconfirmed,r,ocr
1449,05A9,unconfirmed,中,ocr
1450,05AA,unconfirmed,I,ocr
1451,05AB,unconfirmed,=,ocr
1452,05AC,unconfirmed,O,ocr
1453,05AD,unconfirmed,で,ocr
1454,05AE,unconfirmed,う,ocr
1455,05AF,unconfirmed,=,ocr
1456,05B0,unconfirmed,E,ocr
1457,05B1,unconfirmed,と,ocr
1458,05B2,unconfirmed,A,ocr
1459,05B3,unconfirmed,1,ocr
1460,05B4,unconfirmed,I,ocr
1461,05B5,unconfirmed,h,ocr
1462,05B6,unconfirmed,相,ocr
1463,05B7,unconfirmed,i,ocr
1464,05B8,unconfirmed,E,ocr
1465,05B9,unconfirmed,=,ocr
1466,05BA,unconfirmed,月,ocr
1467,05BB,unconfirmed,I,ocr
1468,05BC,unconfirmed,J,ocr
1469,05BD,unconfirmed,ヽ,ocr
1470,05BE,unconfirmed,F,ocr
1471,05BF,unconfirmed,o,ocr
1472,05C0,unconfirmed,h,ocr
1473,05C1,unconfirmed,コ,ocr
1474,05C2,unconfirmed,T,ocr
1475,05C3,unconfirmed,a,ocr
1476,05C4,confirmed,派,token_map
1477,05C5,unconfirmed,g,ocr
1478,05C6,unconfirmed,M,ocr
1479,05C7,unconfirmed,f,ocr
1480,05C8,unconfirmed,o,ocr
1481,05C9,unconfirmed,=,ocr
1482,05CA,unconfirmed,:,ocr
1483,05CB,confirmed,股,token_map
1484,05CC,unconfirmed,B,ocr
1485,05CD,unconfirmed,{,ocr
1486,05CE,unconfirmed,P,ocr
1487,05CF,unconfirmed,=,ocr
1488,05D0,unconfirmed,日,ocr
1489,05D1,unconfirmed,c,ocr
1490,05D2,unconfirmed,B,ocr
1491,05D3,unconfirmed,p,ocr
1492,05D4,unconfirmed,=,ocr
1493,05D5,unconfirmed,仕,ocr
1494,05D6,confirmed,因,token_map
1495,05D7,unconfirmed,S,ocr
1496,05D8,unconfirmed,っ,ocr
1497,05D9,unconfirmed,宝,ocr
1498,05DA,unconfirmed,抹,ocr
1499,05DB,unconfirmed,y,ocr
1500,05DC,unconfirmed,I,ocr
1501,05DD,unconfirmed,h,ocr
1502,05DE,unconfirmed,F,ocr
1503,05DF,unconfirmed,u,ocr
1504,05E0,unconfirmed,n,ocr
1505,05E1,unconfirmed,ミ,ocr
1506,05E2,unconfirmed,3,ocr
1507,05E3,unconfirmed,K,ocr
1508,05E4,confirmed,候,token_map
1509,05E5,unconfirmed,{,ocr
1510,05E6,unconfirmed,7,ocr
1511,05E7,unconfirmed,=,ocr
1512,05E8,unconfirmed,S,ocr
1513,05E9,unconfirmed,S,ocr
1514,05EA,unconfirmed,a,ocr
1515,05EB,unconfirmed,に,ocr
1516,05EC,unconfirmed,R,ocr
1517,05ED,unconfirmed,W,ocr
1518,05EE,unconfirmed,】,ocr
1519,05EF,confirmed,ル,token_map
1520,05F0,unconfirmed,ジ,ocr
1521,05F1,unconfirmed,O,ocr
1522,05F2,unconfirmed,=,ocr
1523,05F3,unconfirmed,ア,ocr
1524,05F4,unconfirmed,i,ocr
1525,05F5,unconfirmed,B,ocr
1526,05F6,unconfirmed,y,ocr
1527,05F7,unconfirmed,7,ocr
1528,05F8,unconfirmed,{,ocr
1529,05F9,unconfirmed,—,ocr
1530,05FA,unconfirmed,=,ocr
1531,05FB,unconfirmed,P,ocr
1532,05FC,unconfirmed,i,ocr
1533,05FD,unconfirmed,L,ocr
1534,05FE,unconfirmed,t,ocr
1535,05FF,confirmed,企,token_map
1536,0600,unconfirmed,{,ocr
1537,0601,unconfirmed,5,ocr
1538,0602,unconfirmed,=,ocr
1539,0603,unconfirmed,H,ocr
1540,0604,unconfirmed,W,ocr
1541,0605,unconfirmed,a,ocr
1542,0606,unconfirmed,F,ocr
1543,0607,unconfirmed,F,ocr
1544,0608,unconfirmed,a,ocr
1545,0609,unconfirmed,A,ocr
1546,060A,unconfirmed,1,ocr
1547,060B,unconfirmed,I,ocr
1548,060C,unconfirmed,店,ocr
1549,060D,unconfirmed,X,ocr
1550,060E,unconfirmed,B,ocr
1551,060F,unconfirmed,H,ocr
1552,0610,unconfirmed,I,ocr
1553,0611,unconfirmed,5,ocr
1554,0612,unconfirmed,z,ocr
1555,0613,unconfirmed,内,ocr
1556,0614,unconfirmed,=,ocr
1557,0615,unconfirmed,に,ocr
1558,0616,unconfirmed,た,ocr
1559,0617,unconfirmed,f,ocr
1560,0618,confirmed,札,token_map
1561,0619,unconfirmed,7,ocr
1562,061A,unconfirmed,a,ocr
1563,061B,unconfirmed,1,ocr
1564,061C,unconfirmed,b,ocr
1565,061D,unconfirmed,=,ocr
1566,061E,unconfirmed,{,ocr
1567,061F,unconfirmed,n,ocr
1568,0620,unconfirmed,D,ocr
1569,0621,unconfirmed,i,ocr
1570,0622,unconfirmed,3,ocr
1571,0623,unconfirmed,J,ocr
1572,0624,unconfirmed,ヌ,ocr
1573,0625,unconfirmed,a,ocr
1574,0626,unconfirmed,=,ocr
1575,0627,unconfirmed,R,ocr
1576,0628,unconfirmed,=,ocr
1577,0629,unconfirmed,5,ocr
1578,062A,unconfirmed,F,ocr
1579,062B,unconfirmed,B,ocr
1580,062C,unconfirmed,お,ocr
1581,062D,unconfirmed,p,ocr
1582,062E,unconfirmed,4,ocr
1583,062F,unconfirmed,x,ocr
1584,0630,confirmed,区,token_map
1585,0631,unconfirmed,h,ocr
1586,0632,confirmed,局,token_map
1587,0633,unconfirmed,=,ocr
1588,0634,unconfirmed,o,ocr
1589,0635,unconfirmed,r,ocr
1590,0636,unconfirmed,R,ocr
1591,0637,unconfirmed,a,ocr
1592,0638,unconfirmed,i,ocr
1593,0639,unconfirmed,A,ocr
1594,063A,unconfirmed,理,ocr
1595,063B,unconfirmed,r,ocr
1596,063C,unconfirmed,z,ocr
1597,063D,unconfirmed,0,ocr
1598,063E,unconfirmed,初,ocr
1599,063F,unconfirmed,田,ocr
1600,0640,unconfirmed,B,ocr
1601,0641,unconfirmed,盛,ocr
1602,0642,unconfirmed,ネ,ocr
1603,0643,unconfirmed,a,ocr
1604,0644,unconfirmed,3,ocr
1605,0645,unconfirmed,P,ocr
1606,0646,unconfirmed,こ,ocr
1607,0647,unconfirmed,2,ocr
1608,0648,unconfirmed,日,ocr
1609,0649,unconfirmed,T,ocr
1610,064A,unconfirmed,E,ocr
1611,064B,unconfirmed,:,ocr
1612,064C,unconfirmed,O,ocr
1613,064D,unconfirmed,x,ocr
1614,064E,unconfirmed,f,ocr
1615,064F,unconfirmed,=,ocr
1616,0650,unconfirmed,8,ocr
1617,0651,unconfirmed,S,ocr
1618,0652,unconfirmed,=,ocr
1619,0653,unconfirmed,4,ocr
1620,0654,unconfirmed,3,ocr
1621,0655,unconfirmed,=,ocr
1622,0656,unconfirmed,u,ocr
1623,0657,unconfirmed,o,ocr
1624,0658,unconfirmed,R,ocr
1625,0659,unconfirmed,R,ocr
1626,065A,unconfirmed,v,ocr
1627,065B,unconfirmed,D,ocr
1628,065C,symbol,,none
1629,065D,unconfirmed,u,ocr
1630,065E,unconfirmed,時,ocr
1631,065F,unconfirmed,B,ocr
1632,0660,unconfirmed,原,ocr
1633,0661,unconfirmed,e,ocr
1634,0662,unconfirmed,4,ocr
1635,0663,unconfirmed,ひ,ocr
1636,0664,unconfirmed,t,ocr
1637,0665,unconfirmed,=,ocr
1638,0666,unconfirmed,a,ocr
1639,0667,unconfirmed,日,ocr
1640,0668,unconfirmed,=,ocr
1641,0669,unconfirmed,a,ocr
1642,066A,confirmed,商,token_map
1643,066B,unconfirmed,I,ocr
1644,066C,unconfirmed,I,ocr
1645,066D,unconfirmed,x,ocr
1646,066E,unconfirmed,W,ocr
1647,066F,unconfirmed,5,ocr
1648,0670,unconfirmed,沙,ocr
1649,0671,unconfirmed,q,ocr
1650,0672,unconfirmed,=,ocr
1651,0673,unconfirmed,F,ocr
1652,0674,unconfirmed,t,ocr
1653,0675,unconfirmed,1,ocr
1654,0676,unconfirmed,(,ocr
1655,0677,unconfirmed,=,ocr
1656,0678,confirmed,庫,token_map
1657,0679,unconfirmed,I,ocr
1658,067A,unconfirmed,抹,ocr
1659,067B,confirmed,換,token_map
1660,067C,unconfirmed,3,ocr
1661,067D,unconfirmed,a,ocr
1662,067E,unconfirmed,B,ocr
1663,067F,unconfirmed,T,ocr
1664,0680,unconfirmed,=,ocr
1665,0681,unconfirmed,3,ocr
1666,0682,unconfirmed,F,ocr
1667,0683,unconfirmed,e,ocr
1668,0684,unconfirmed,3,ocr
1669,0685,unconfirmed,q,ocr
1670,0686,unconfirmed,U,ocr
1671,0687,unconfirmed,ミ,ocr
1672,0688,unconfirmed,B,ocr
1673,0689,unconfirmed,4,token_map
1674,068A,unconfirmed,L,ocr
1675,068B,confirmed,春,token_map
1676,068C,unconfirmed,1,ocr
1677,068D,unconfirmed,a,ocr
1678,068E,unconfirmed,+,ocr
1679,068F,unconfirmed,i,ocr
1680,0690,unconfirmed,<,ocr
1681,0691,unconfirmed,イ,ocr
1682,0692,symbol,,none
1683,0693,symbol,,none
1684,0694,symbol,,none
1685,0695,symbol,,none
1686,0696,unconfirmed,r,ocr
1687,0697,unconfirmed,t,ocr
1688,0698,unconfirmed,y,ocr
1689,0699,unconfirmed,:,ocr
1690,069A,unconfirmed,w,ocr
1691,069B,symbol,,none
1692,069C,unconfirmed,4,ocr
1693,069D,unconfirmed,4,ocr
1694,069E,unconfirmed,2,ocr
1695,069F,confirmed,肢,token_map
1696,06A0,unconfirmed,n,ocr
1697,06A1,confirmed,析,token_map
1698,06A2,unconfirmed,/,ocr
1699,06A3,unconfirmed,4,ocr
1700,06A4,unconfirmed,A,ocr
1701,06A5,unconfirmed,2,ocr
1702,06A6,unconfirmed,回,ocr
1703,06A7,unconfirmed,f,ocr
1704,06A8,unconfirmed,U,ocr
1705,06A9,unconfirmed,1,ocr
1706,06AA,unconfirmed,W,ocr
1707,06AB,unconfirmed,B,ocr
1708,06AC,unconfirmed,a,ocr
1709,06AD,unconfirmed,上,ocr
1710,06AE,unconfirmed,t,ocr
1711,06AF,unconfirmed,a,ocr
1712,06B0,unconfirmed,=,ocr
1713,06B1,unconfirmed,夫,ocr
1714,06B2,unconfirmed,a,ocr
1715,06B3,unconfirmed,h,ocr
1716,06B4,unconfirmed,m,ocr
1717,06B5,unconfirmed,B,ocr
1718,06B6,unconfirmed,計,ocr
1719,06B7,unconfirmed,:,ocr
1720,06B8,confirmed,挨,token_map
1721,06B9,unconfirmed,{,ocr
1722,06BA,unconfirmed,t,ocr
1723,06BB,unconfirmed,H,ocr
1724,06BC,unconfirmed,b,ocr
1725,06BD,unconfirmed,B,ocr
1726,06BE,unconfirmed,F,ocr
