index_dec,index_hex,group,char,source
948,03B4,unconfirmed,L,ocr
949,03B5,unconfirmed,y,ocr
950,03B6,unconfirmed,b,ocr
951,03B7,unconfirmed,{,ocr
952,03B8,unconfirmed,=,ocr
953,03B9,unconfirmed,人,ocr
954,03BA,confirmed,B,manual_pair
955,03BB,unconfirmed,$,ocr
956,03BC,unconfirmed,っ,ocr
957,03BD,unconfirmed,+,ocr
958,03BE,unconfirmed,A,ocr
959,03BF,unconfirmed,=,ocr
960,03C0,unconfirmed,L,ocr
961,03C1,unconfirmed,z,ocr
962,03C2,unconfirmed,=,ocr
963,03C3,unconfirmed,B,ocr
964,03C4,unconfirmed,x,ocr
965,03C5,confirmed,=,manual_pair
966,03C6,unconfirmed,c,ocr
967,03C7,unconfirmed,=,ocr
968,03C8,unconfirmed,C,ocr
969,03C9,unconfirmed,う,ocr
970,03CA,unconfirmed,£,ocr
971,03CB,unconfirmed,本,ocr
972,03CC,unconfirmed,n,ocr
973,03CD,unconfirmed,F,ocr
974,03CE,confirmed,近,token_map
975,03CF,unconfirmed,ヽ,ocr
976,03D0,unconfirmed,p,ocr
977,03D1,unconfirmed,{,ocr
978,03D2,unconfirmed,[,ocr
979,03D3,unconfirmed,式,ocr
980,03D4,confirmed,格,token_map
981,03D5,unconfirmed,f,ocr
982,03D6,unconfirmed,p,ocr
983,03D7,unconfirmed,に,ocr
984,03D8,unconfirmed,B,ocr
985,03D9,unconfirmed,の,ocr
986,03DA,unconfirmed,中,ocr
987,03DB,unconfirmed,4,ocr
988,03DC,unconfirmed,容,ocr
989,03DD,unconfirmed,時,ocr
990,03DE,confirmed,半,token_map
991,03DF,unconfirmed,f,ocr
992,03E0,unconfirmed,R,ocr
993,03E1,unconfirmed,n,ocr
994,03E2,unconfirmed,A,ocr
995,03E3,unconfirmed,中,ocr
996,03E4,unconfirmed,a,ocr
997,03E5,unconfirmed,A,ocr
998,03E6,unconfirmed,K,ocr
999,03E7,unconfirmed,I,ocr
1000,03E8,confirmed,尾,token_map
1001,03E9,unconfirmed,E,ocr
